wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
4.0,9600.0,1600.0,11974.0,12290.0,11841.0,0.0,16447.0,16929.0,18307.0,19384.0
2.0,9000.0,0.0,11253.0,11525.0,11266.0,11253.0,15066.0,15191.0,15191.0,15505.0
2.0,9000.0,0.0,11208.0,11642.0,11273.0,11208.0,14807.0,14804.0,14804.0,15456.0
2.0,9000.0,0.0,11145.0,11551.0,11261.0,11145.0,14409.0,14392.0,14392.0,15328.0
3.0,9000.0,0.0,11783.0,12158.0,11777.0,11783.0,17753.0,18249.0,18249.0,18648.0
3.0,9000.0,0.0,11782.0,12036.0,11797.0,11782.0,17442.0,17957.0,17957.0,18618.0
3.0,9000.0,0.0,12338.0,12176.0,11762.0,12338.0,17104.0,17604.0,17604.0,18515.0
4.0,9000.0,0.0,12016.0,12872.0,12134.0,12016.0,19716.0,20218.0,20218.0,20647.0
4.0,9000.0,0.0,12271.0,12494.0,12039.0,12271.0,19452.0,19919.0,19919.0,20619.0
4.0,9000.0,0.0,12037.0,12594.0,12039.0,12037.0,19036.0,19581.0,19581.0,20534.0
2.0,9900.0,900.0,11141.0,10904.0,10920.0,0.0,13932.0,14100.0,14385.0,14999.0
2.0,9900.0,900.0,11151.0,10924.0,10937.0,0.0,13662.0,13683.0,14016.0,14937.0
2.0,9900.0,900.0,10972.0,10897.0,10912.0,0.0,13175.0,13305.0,13596.0,14750.0
3.0,9900.0,900.0,11620.0,11618.0,11580.0,0.0,16299.0,16864.0,17538.0,18033.0
3.0,9900.0,900.0,11615.0,11729.0,11630.0,0.0,15957.0,16413.0,17246.0,18008.0
3.0,9900.0,900.0,11560.0,11664.0,11556.0,0.0,15605.0,16075.0,16848.0,17920.0
4.0,9900.0,900.0,11935.0,12186.0,11968.0,0.0,18150.0,18595.0,19550.0,19982.0
4.0,9900.0,900.0,11901.0,12021.0,11898.0,0.0,17871.0,18242.0,19258.0,19961.0
4.0,9900.0,900.0,11896.0,12391.0,11958.0,0.0,17603.0,18067.0,18889.0,19893.0
2.0,10800.0,1800.0,11008.0,10736.0,10756.0,0.0,12749.0,13106.0,13571.0,14461.0
2.0,10800.0,1800.0,10874.0,10739.0,10754.0,0.0,12588.0,12685.0,13253.0,14360.0
2.0,10800.0,1800.0,10794.0,10732.0,10762.0,0.0,12165.0,12306.0,12751.0,14095.0
3.0,10800.0,1800.0,11537.0,11772.0,11467.0,0.0,14860.0,15611.0,16913.0,17404.0
3.0,10800.0,1800.0,11503.0,11538.0,11416.0,0.0,14786.0,15201.0,16531.0,17381.0
3.0,10800.0,1800.0,11537.0,11586.0,11428.0,0.0,14579.0,14824.0,16069.0,17277.0
4.0,10800.0,1800.0,11804.0,12116.0,11840.0,0.0,16881.0,17306.0,18986.0,19336.0
4.0,10800.0,1800.0,11820.0,12150.0,11807.0,0.0,16666.0,17053.0,18647.0,19323.0
4.0,10800.0,1800.0,11801.0,12249.0,11738.0,0.0,16357.0,16815.0,18254.0,19257.0
2.0,10000.0,0.0,11213.0,11728.0,11274.0,11213.0,15257.0,15301.0,15301.0,15595.0
2.0,10000.0,0.0,11248.0,11722.0,11326.0,11248.0,14948.0,14976.0,14976.0,15556.0
2.0,10000.0,0.0,11155.0,11333.0,11214.0,11155.0,14527.0,14569.0,14569.0,15415.0
3.0,10000.0,0.0,11759.0,12012.0,11780.0,11759.0,18074.0,18432.0,18432.0,18815.0
3.0,10000.0,0.0,11769.0,12389.0,11798.0,11769.0,17823.0,18054.0,18054.0,18777.0
3.0,10000.0,0.0,11673.0,12102.0,11723.0,11673.0,17528.0,17670.0,17670.0,18678.0
4.0,10000.0,0.0,11979.0,13003.0,11989.0,11979.0,19915.0,20454.0,20454.0,20844.0
4.0,10000.0,0.0,11988.0,12693.0,11984.0,11988.0,19677.0,20194.0,20194.0,20825.0
4.0,10000.0,0.0,11964.0,12655.0,12038.0,11964.0,19347.0,19826.0,19826.0,20750.0
2.0,11000.0,1000.0,11081.0,10958.0,10970.0,0.0,14056.0,14256.0,14559.0,15089.0
2.0,11000.0,1000.0,11063.0,10948.0,10947.0,0.0,13770.0,13801.0,14192.0,15026.0
2.0,11000.0,1000.0,11052.0,10940.0,10951.0,0.0,13355.0,13439.0,13691.0,14829.0
3.0,11000.0,1000.0,11590.0,11736.0,11620.0,0.0,16627.0,17037.0,17685.0,18184.0
3.0,11000.0,1000.0,11618.0,11706.0,11550.0,0.0,16387.0,16601.0,17362.0,18146.0
3.0,11000.0,1000.0,11582.0,11691.0,11572.0,0.0,15967.0,16191.0,16963.0,18067.0
4.0,11000.0,1000.0,11886.0,12034.0,11872.0,0.0,18314.0,19017.0,19808.0,20182.0
4.0,11000.0,1000.0,11882.0,12050.0,11851.0,0.0,18098.0,18528.0,19538.0,20157.0
4.0,11000.0,1000.0,11846.0,11979.0,11872.0,0.0,17873.0,18174.0,19152.0,20090.0
