wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GP,GS,BS,RND
2.0,600.0,0.0,1.91975472,0.232710699,0.214518579,420.0321064,1.909303706,0.028766445,0.011872499,0.011667831,0.022673324
2.0,600.0,0.0,1.245030938,0.209991374,0.214778641,416.647465499,1.237350184,0.034280967,0.012134781,0.011619619,0.025251236
3.0,600.0,0.0,5.865805442,0.199210432,0.246891549,382.059387583,5.893260716,0.029870248,0.0130826,0.01295156,0.023596639
3.0,600.0,0.0,3.046157878,0.207838824,0.230839497,384.611178459,3.018270017,0.030057821,0.012691428,0.012892558,0.024823122
3.0,600.0,0.0,2.334720669,0.20692415,0.227751391,379.09309552,2.339080278,0.030399674,0.012902568,0.012992868,0.025532028
4.0,600.0,0.0,8.486233419,0.208580229,0.243867123,355.227398686,8.489944003,0.030662688,0.013581669,0.01397954,0.025435025
4.0,600.0,0.0,12.921416316,0.207484538,0.25301917,349.23200658,12.911262205,0.03041336,0.01366783,0.013904006,0.024241614
4.0,600.0,0.0,8.008159065,0.207261854,0.238109101,355.14982843,8.08860763,0.031191693,0.013921107,0.014314081,0.025623961
2.0,660.0,60.0,1.868385286,0.212973687,0.314754286,0.0,0.0,0.029447301,0.01323053,0.011957039,0.05218799
2.0,660.0,60.0,1.718916454,0.211763454,0.314674614,0.0,0.0,0.029439463,0.012191361,0.01200922,0.05404714
2.0,660.0,60.0,1.430213985,0.21271784,0.279636537,0.0,0.0,0.029602236,0.012110914,0.012044538,0.053630865
3.0,660.0,60.0,2.421926321,0.21676934,0.376232867,0.0,0.0,0.031675179,0.012977597,0.012590313,0.080405929
3.0,660.0,60.0,2.372102982,0.21156053,0.281000808,0.0,0.0,0.02976752,0.012932225,0.012524974,0.088014969
3.0,660.0,60.0,3.277964577,0.211297766,0.335854813,0.0,0.0,0.030298681,0.012965342,0.012546158,0.088931288
4.0,660.0,60.0,23.456560295,0.214680585,0.487329842,0.0,0.0,0.03082111,0.014318532,0.013181624,0.178410897
4.0,660.0,60.0,3.441194638,0.212532422,0.549074015,0.0,0.0,0.031407186,0.014108663,0.013333211,0.174551629
4.0,660.0,60.0,3.420258422,0.214896822,0.345879471,0.0,0.0,0.03138403,0.014782528,0.013753062,0.1828786
2.0,720.0,120.0,1.583367157,0.214204903,0.305176824,0.0,0.0,0.029429698,0.012334308,0.011685423,0.058957855
2.0,720.0,120.0,1.231449385,0.211268978,0.303760525,0.0,0.0,0.029601485,0.01254802,0.011808155,0.057263015
2.0,720.0,120.0,1.699843652,0.206777403,0.258122007,0.0,0.0,0.029353658,0.012001381,0.011651716,0.059176818
3.0,720.0,120.0,3.034783202,0.209199886,0.352660113,0.0,0.0,0.029971742,0.01349568,0.012312414,0.093408442
3.0,720.0,120.0,2.405744797,0.213575443,0.330737461,0.0,0.0,0.030260168,0.013235306,0.012458201,0.093201705
3.0,720.0,120.0,2.923621002,0.210111719,0.34814828,0.0,0.0,0.030732298,0.013336699,0.012571335,0.091729055
4.0,720.0,120.0,4.737571139,0.211979206,0.609346302,0.0,0.0,0.031518529,0.014187015,0.012969624,0.17911458
4.0,720.0,120.0,4.649623172,0.211917331,0.50869074,0.0,0.0,0.03262539,0.014392924,0.013086207,0.177825506
4.0,720.0,120.0,8.724948313,0.216560683,0.270997537,0.0,0.0,0.032608929,0.014635652,0.013199652,0.17833791
2.0,700.0,0.0,2.378641658,0.209344694,0.217695344,625.278584001,2.414071357,0.042794415,0.01364692,0.014054677,0.029002292
2.0,700.0,0.0,2.070507348,0.209563367,0.221744222,616.257099002,2.078332979,0.041195167,0.013271628,0.017559463,0.029694763
2.0,700.0,0.0,2.105222807,0.207576592,0.226650815,612.973758818,2.124313371,0.042650806,0.013834593,0.014434261,0.033579838
3.0,700.0,0.0,3.876608636,0.207503462,0.228036209,558.82429087,3.877105092,0.045727432,0.015632408,0.015568696,0.031273422
3.0,700.0,0.0,5.214155458,0.213430996,0.23330708,573.295956172,5.266873443,0.043930081,0.015209543,0.015565662,0.030027198
